id,nome_bairr,secretaria,territorio,qtd_unidad,area_edif_,qtd_unida0,area_edif0,qtd_unida1,area_edif1,qtd_unida2,area_edif2,qtd_unida3,area_edif3,qtd_unida4,area_edif4,qtd_unida5,area_edif5,qtd_unida6,area_edif6,qtd_unida7,area_edif7,qtd_unida8,area_edif8
89,PREFEITO JOSÉ WALTER,SR8,"21",20473,1683349.989999999990687,1737,355449.880000000004657,50,5977.090000000000146,2,989.789999999999964,21,11270.139999999999418,25,5696.760000000000218,4,1339.019999999999982,0,0.000000000000000,8,13676.950000000000728,4,2688.159999999999854
33,PRESIDENTE KENNEDY,SR3,"12",7473,830468.979999999864958,1801,479162.010000000009313,21,6198.430000000000291,1,207.000000000000000,6,2369.280000000000200,15,4046.949999999999818,2,1567.589999999999918,0,0.000000000000000,15,977.970000000000027,14,900.809999999999945
48,QUINTINO CUNHA,SR3,"11",4616,558684.430000000051223,882,155877.040000000008149,26,2710.440000000000055,16,4479.909999999999854,11,4488.689999999999600,27,7712.640000000000327,3,2059.599999999999909,0,0.000000000000000,2,1267.000000000000000,12,1834.079999999999927
77,RACHEL DE QUEIROZ,SR8,"19",3751,338084.469999999972060,383,87249.220000000001164,2,430.600000000000023,0,0.000000000000000,6,5147.890000000000327,3,408.000000000000000,1,703.230000000000018,0,0.000000000000000,4,4918.279999999999745,2,102.159999999999997
34,RODOLFO TEÓFILO,SR3,"14",4672,559982.910000000032596,1376,327232.090000000025611,45,7837.989999999999782,4,1489.000000000000000,9,15152.520000000000437,16,12866.639999999999418,1,308.000000000000000,0,0.000000000000000,24,48261.550000000002910,11,4530.710000000000036
70,SABIAGUABA,SR7,"25",383,77459.399999999994179,74,48769.279999999998836,2,645.539999999999964,1,40.299999999999997,2,1600.609999999999900,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,4,8609.790000000000873
71,SALINAS,SR7,"24",1544,216656.359999999986030,246,84620.360000000000582,2,792.850000000000023,0,0.000000000000000,3,2202.550000000000182,2,610.549999999999955,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000
118,SÃO BENTO,SR6,"30",1783,219737.769999999989523,317,65625.119999999995343,9,4049.090000000000146,3,2859.340000000000146,1,390.000000000000000,5,1896.200000000000045,0,0.000000000000000,0,0.000000000000000,1,651.740000000000009,1,306.120000000000005
1,SÃO GERARDO,SR3,"13",5482,683512.050000000046566,1276,227921.010000000038417,36,4967.090000000000146,1,2201.719999999999800,6,3508.699999999999818,8,3977.059999999999945,1,2758.659999999999854,0,0.000000000000000,0,0.000000000000000,9,1760.630000000000109
35,SÃO JOÃO DO TAUAPE,SR2,"10",7457,918303.359999999986030,1754,330761.049999999930151,98,13609.790000000000873,7,945.360000000000014,16,8003.680000000000291,14,10352.059999999999491,3,4495.060000000000400,0,0.000000000000000,9,1904.240000000000009,51,5994.779999999999745
64,SAPIRANGA-COITÉ,SR7,"25",5806,831852.760000000009313,1772,383955.830000000016298,39,5241.520000000000437,5,1567.079999999999927,11,5627.470000000000255,11,6673.880000000000109,0,0.000000000000000,0,0.000000000000000,2,715.070000000000050,12,2895.039999999999964
107,SERRINHA,SR8,"19",5129,596517.159999999916181,1277,309875.539999999979045,27,5474.590000000000146,4,2402.469999999999800,12,8917.569999999999709,17,6913.729999999999563,2,12287.799999999999272,0,0.000000000000000,5,442.300000000000011,33,1208.700000000000045
90,SIQUEIRA,SR5,"39",8880,834743.229999999981374,853,208626.970000000001164,39,7670.880000000000109,0,0.000000000000000,12,7648.479999999999563,39,6362.010000000000218,4,9194.670000000000073,0,0.000000000000000,3,1833.589999999999918,9,2094.599999999999909
36,VARJOTA,SR2,"8",2803,388818.119999999995343,753,136634.720000000001164,30,5877.739999999999782,0,0.000000000000000,5,3538.030000000000200,2,253.919999999999987,0,0.000000000000000,0,0.000000000000000,0,0.000000000000000,68,2293.130000000000109
37,VICENTE PINZÓN,SR2,"9",6750,863252.190000000060536,1132,215800.679999999993015,38,14556.719999999999345,1,112.870000000000005,19,7219.779999999999745,22,5780.460000000000036,9,4329.909999999999854,0,0.000000000000000,4,1297.279999999999973,14,4710.819999999999709
108,VILA PERI,SR4,"17",4185,595319.060000000055879,1040,263685.229999999981374,24,5569.579999999999927,2,1365.019999999999982,6,2714.519999999999982,14,5006.779999999999745,1,41.170000000000002,0,0.000000000000000,1,440.439999999999998,7,1044.779999999999973
109,VILA UNIÃO,SR4,"18",3366,455988.140000000013970,1153,307013.420000000041910,19,6556.670000000000073,9,3708.480000000000018,9,7610.800000000000182,19,8055.090000000000146,1,222.000000000000000,0,0.000000000000000,6,12344.850000000000364,6,2671.750000000000000
39,VILA VELHA,SR1,"2",10044,1153473.000000000000000,1910,338574.209999999962747,32,4124.720000000000255,1,279.579999999999984,14,6260.899999999999636,27,10290.940000000000509,4,3911.300000000000182,1,289.660000000000025,5,1190.849999999999909,6,3941.300000000000182
